gameId,playId,playDescription,quarter,down,yardsToGo,possessionTeam,defensiveTeam,yardlineSide,yardlineNumber,gameClock,preSnapHomeScore,preSnapVisitorScore,playNullifiedByPenalty,absoluteYardlineNumber,preSnapHomeTeamWinProbability,preSnapVisitorTeamWinProbability,expectedPoints,offenseFormation,receiverAlignment,playClockAtSnap,passResult,passLength,targetX,targetY,playAction,dropbackType,dropbackDistance,passLocationType,timeToThrow,timeInTackleBox,timeToSack,passTippedAtLine,unblockedPressure,qbSpike,qbKneel,qbSneak,rushLocationType,penaltyYards,prePenaltyYardsGained,yardsGained,homeTeamWinProbabilityAdded,visitorTeamWinProbabilityAdded,expectedPointsAdded,isDropback,pff_runConceptPrimary,pff_runConceptSecondary,pff_runPassOption,pff_passCoverage,pff_manZone
2022102308,3304,"(2:57) (No Huddle, Shotgun) D.Mills pass incomplete short left to D.Ogunbowale.",4,2,1,HOU,LV,HOU,29,02:57,38,20,N,39,0.998001834726892,0.0019981652731075,1.67521199630573,EMPTY,3x2,27.0,I,11.0,42.66,48.29,False,TRADITIONAL,2.16000008583069,INSIDE_BOX,2.77,2.76999998092651,,False,False,False,0,,,,0,0,7.07537401467562e-06,-7.07537401467562e-06,-0.373241645051166,True,,,0,Quarters,Zone
2022110607,3178,"(9:59) (Shotgun) T.Heinicke pass short left to B.Robinson to WAS 26 for -2 yards (A.Evans, J.Hicks).",4,2,7,WAS,MIN,WAS,28,09:59,17,10,N,82,0.835948351770639,0.164051648229361,0.738698264351115,EMPTY,3x2,7.0,C,-3.0,84.68,9.06,False,TRADITIONAL,0.620000004768372,INSIDE_BOX,2.068,2.06800007820129,,False,False,False,0,,,,-2,-2,-0.0163068696856499,0.0163068696856499,-0.708830144489184,True,,,0,Quarters,Zone
2022100207,681,(4:32) R.Tannehill pass deep left to C.Okonkwo pushed ob at IND 19 for 23 yards (Z.Franklin).,1,1,10,TEN,IND,IND,42,04:32,0,7,N,52,0.346739573404193,0.653260426595807,3.38051165826619,I_FORM,2x1,11.0,C,17.0,35.92,4.41,True,TRADITIONAL,6.28999996185303,INSIDE_BOX,2.936,2.93600010871887,,False,False,False,0,,,,23,23,-0.0517183132469654,0.0517183132469654,1.43824456690345,True,OUTSIDE ZONE,,0,Cover-3,Zone
2022092505,3437,"(5:45) (Shotgun) M.Jones pass short middle to N.Agholor to BLT 39 for 28 yards (K.Hamilton). FUMBLES (K.Hamilton), touched at BLT 38, RECOVERED by BLT-M.Peters at BLT 27. M.Peters ran ob at BLT 27 for no gain.",4,3,6,NE,BAL,NE,33,05:45,26,31,N,77,0.221304200589657,0.778695799410343,0.498188813915476,SHOTGUN,2x2,3.0,C,15.0,61.76,28.98,False,TRADITIONAL,4.57000017166138,INSIDE_BOX,2.689,2.68899989128113,,False,False,False,0,,,,28,40,-0.063982717692852,0.063982717692852,-1.60409892722964,True,,,0,Cover-1,Man
2022091111,923,(11:59) J.Herbert pass deep right to K.Allen to LV 11 for 42 yards (T.Moehrig).,2,1,10,LAC,LV,LAC,47,11:59,3,3,N,63,0.629273071885109,0.370726928114891,2.44700604118407,SINGLEBACK,2x2,11.0,C,28.0,36.73,38.69,True,TRADITIONAL,6.69000005722046,INSIDE_BOX,3.537,3.53699994087219,,False,False,False,0,,,,42,42,0.0480066798627377,-0.0480066798627377,2.48353039263748,True,INSIDE ZONE,,0,Cover-3,Zone
2022092506,1412,(8:41) J.Burrow pass incomplete short right to J.Mixon [L.Joyner].,2,1,4,CIN,NYJ,NYJ,4,08:41,6,14,N,106,0.0869949534535408,0.913005046546459,5.85303642082727,SINGLEBACK,3x1,8.0,I,4.0,112.1,1.73,True,DESIGNED_ROLLOUT_RIGHT,5.94000005722046,OUTSIDE_RIGHT,4.004,2.0,,False,False,False,0,,,,0,0,0.0002977326512336,-0.0002977326512336,-0.402760454744566,True,OUTSIDE ZONE,,0,Cover-0,Man
2022091109,3544,(11:04) (Shotgun) C.Wentz pass short right to C.Samuel to WAS 24 for -1 yards (D.Williams).,4,2,7,WAS,JAX,WAS,25,11:04,14,22,N,85,0.186781570315361,0.813218429684639,0.617924463469535,SHOTGUN,3x1,16.0,C,-4.0,88.92,36.31,True,TRADITIONAL,0.870000004768372,INSIDE_BOX,1.468,1.46800005435944,,False,False,False,0,,,,-1,-1,-0.0287167578935623,0.0287167578935623,-1.00914603518322,True,OUTSIDE ZONE,,1,Cover-6 Right,Zone
2022100900,3560,(2:03) (Shotgun) A.Rodgers pass short right to R.Tonyan pushed ob at NYG 15 for 4 yards (N.McCloud).,4,2,2,GB,NYG,NYG,19,02:03,20,27,N,29,0.287366561591625,0.712633438408375,4.45540997275384,SHOTGUN,2x2,8.0,C,-1.0,30.57,42.07,True,TRADITIONAL,0.0599999986588955,INSIDE_BOX,1.435,1.43499994277954,,False,False,False,0,,,,4,4,0.031747238089641,-0.031747238089641,0.420201417757198,True,INSIDE ZONE,,1,Quarters,Zone
2022091109,2502,"(8:54) C.Van Lanen reported in as eligible.  T.Lawrence pass short right to J.Robinson for 3 yards, TOUCHDOWN.",3,2,3,JAX,WAS,WAS,3,08:54,14,3,N,13,0.751982625573874,0.248017374426126,5.81853752105962,SINGLEBACK,2x1,4.0,C,3.0,10.1,44.41,True,DESIGNED_ROLLOUT_RIGHT,5.30999994277954,OUTSIDE_RIGHT,2.97,1.60000002384186,,False,False,False,0,,,,3,3,-0.0279857590794563,0.0279857590794563,1.18146247894038,True,MAN,,0,Red Zone,Other
2022091803,1222,(6:03) (Shotgun) M.Ryan pass incomplete short middle to D.Patmon.,2,3,6,IND,JAX,IND,26,06:03,14,0,N,36,0.841071143746376,0.158928856253624,0.419211183441803,SHOTGUN,3x1,6.0,I,7.0,41.93,27.57,False,TRADITIONAL,3.66000008583069,INSIDE_BOX,2.736,2.73600006103516,,False,False,False,0,,,,0,0,0.0098040848970413,-0.0098040848970413,-1.41877931891941,True,,,0,2-Man,Man
2022101700,3813,"(1:27) (No Huddle, Shotgun) J.Herbert pass short left to A.Ekeler to LAC 30 for 5 yards (A.Singleton).",4,2,10,LAC,DEN,LAC,25,01:27,16,16,N,85,0.609058201313019,0.390941798686981,1.0478759217076,SHOTGUN,3x1,26.0,C,-6.0,90.7,11.9,False,TRADITIONAL,5.32000017166138,INSIDE_BOX,2.97,2.97000002861023,,False,False,False,0,,,,5,5,-0.03868368268013,0.03868368268013,-0.573664008756168,True,,,0,Cover 6-Left,Zone
2022101608,1317,"(3:39) M.Stafford pass short left to Al.Robinson for 5 yards, TOUCHDOWN.",2,1,5,LA,CAR,CAR,5,03:39,0,3,N,105,0.775682911276817,0.224317088723183,5.65586794202682,SINGLEBACK,2x2,3.0,C,5.0,112.34,46.03,False,TRADITIONAL,1.95000004768372,INSIDE_BOX,1.36,1.36000001430511,,False,False,False,0,,,,5,5,0.0206036902964115,-0.0206036902964115,1.34413205797318,True,MAN,,1,Cover-0,Man
2022092506,226,(11:59) (Shotgun) J.Burrow pass short left to J.Mixon pushed ob at NYJ 26 for 7 yards (D.Reed).,1,2,15,CIN,NYJ,NYJ,33,11:59,0,0,N,43,0.24096393212676,0.75903606787324,3.30761673813686,SHOTGUN,3x1,11.0,C,-4.0,47.47,13.5,False,TRADITIONAL,0.899999976158142,INSIDE_BOX,1.702,1.70200002193451,,False,False,False,0,,,,7,7,0.0029446315020322,-0.0029446315020322,0.0877090367721394,True,,,0,Cover-6 Right,Zone
2022101609,888,"(14:24) G.Smith pass short left to N.Fant to SEA 29 for 6 yards (B.Baker, M.Golden).",2,2,7,SEA,ARI,SEA,23,14:24,3,3,N,87,0.434497233480215,0.565502766519785,0.385094677563757,JUMBO,2x2,18.0,C,-2.0,88.34,12.96,True,DESIGNED_ROLLOUT_LEFT,6.90999984741211,OUTSIDE_LEFT,3.67,3.20000004768372,,False,False,False,0,,,,6,6,0.0245854929089546,-0.0245854929089546,0.683543086983263,True,OUTSIDE ZONE,,0,Cover-3,Zone
2022100913,893,(:37) L.Jackson pass short right to D.Robinson ran ob at CIN 21 for 8 yards (E.Apple).,1,1,10,BAL,CIN,CIN,29,00:37,3,0,N,81,0.71654350310564,0.28345649689436,4.12671459012199,SINGLEBACK,3x1,5.0,C,8.0,88.79,3.71,True,DESIGNED_ROLLOUT_RIGHT,6.09999990463257,INSIDE_BOX,2.803,2.80299997329712,,False,False,False,0,,,,8,8,0.0060379989445209,-0.0060379989445209,0.506650239229202,True,OUTSIDE ZONE,,0,Quarters,Zone
2022092503,1755,(2:00) 5-T. Bridgewater in at QB. (Shotgun) T.Bridgewater pass incomplete short middle to J.Waddle (C.Basham). MIA-G.Little was injured during the play.,2,1,10,MIA,BUF,MIA,44,02:00,14,14,N,54,0.478396013379097,0.521603986620903,1.93785316124558,SHOTGUN,3x1,7.0,I,4.0,60.7,21.61,False,TRADITIONAL,1.16999995708466,INSIDE_BOX,1.86,1.86000001430511,,False,False,False,0,,,,0,0,-0.0025893040001392,0.0025893040001392,-0.372914159088396,True,,,0,Quarters,Zone
2022100904,3693,(2:19) (Shotgun) J.Fields pass short middle to D.Montgomery to CHI 36 for 3 yards (J.Hicks; E.Kendricks) [H.Phillips].,4,2,2,CHI,MIN,CHI,33,02:19,29,22,N,77,0.877653878182173,0.122346121817827,1.75306596024893,SHOTGUN,2x2,15.0,C,-3.0,80.04,26.58,False,TRADITIONAL,2.42000007629395,INSIDE_BOX,2.337,2.33699989318848,,False,False,False,0,,,,3,3,-0.0108590461313725,0.0108590461313725,0.225700145121664,True,,,0,Cover 6-Left,Zone
2022092511,2008,(:17) (Shotgun) G.Smith pass incomplete short middle to D.Metcalf.,2,3,3,SEA,ATL,ATL,13,00:17,17,17,N,23,0.633564986288548,0.366435013711452,4.06507762713591,EMPTY,3x2,6.0,I,13.0,0.3,30.15,False,TRADITIONAL,1.36000001430511,INSIDE_BOX,5.305,5.30499982833862,,False,False,False,0,,,,0,0,-0.0199231989681721,0.0199231989681721,-1.34907479444519,True,,,0,Cover-1,Man
2022101601,1919,(:42) (Shotgun) J.Brissett pass incomplete deep left to A.Cooper.,2,2,1,CLE,NE,NE,29,00:42,3,10,N,81,0.4203916862607,0.5796083137393,3.67661974369548,SHOTGUN,2x2,16.0,I,29.0,115.37,53.56,False,TRADITIONAL,4.59999990463257,INSIDE_BOX,2.769,2.76900005340576,,False,False,False,0,,,,0,0,-0.0136753357946873,0.0136753357946873,-0.414180604973808,True,,,0,Cover-1,Man
2022091109,1041,(12:46) (Shotgun) C.Wentz pass incomplete deep left to T.McLaurin [D.Smoot].,2,2,10,WAS,JAX,JAX,22,12:46,7,3,N,32,0.737903896719217,0.262096103280783,3.90955619839951,SHOTGUN,3x1,7.0,I,22.0,3.04,-2.12,False,TRADITIONAL,3.92000007629395,INSIDE_BOX,2.503,2.50300002098083,,False,False,False,0,,,,0,0,0.0004666037857532,-0.0004666037857532,-0.60422470420599,True,,,0,Quarters,Zone
2022092506,717,(4:31) (Shotgun) J.Burrow pass short right to T.Higgins to CIN 38 for 9 yards (A.Gardner; C.Mosley).,1,2,6,CIN,NYJ,CIN,29,04:31,3,7,N,81,0.167806593701243,0.832193406298757,0.922490603523329,SHOTGUN,2x2,15.0,C,5.0,75.81,41.08,False,TRADITIONAL,1.30999994277954,INSIDE_BOX,1.935,1.93499994277954,,False,False,False,0,,,,9,9,-0.0049447603523731,0.0049447603523731,0.905698608141392,True,,,0,Quarters,Zone
2022103001,664,(3:15) (Shotgun) M.Mariota pass short left to A.Williams to ATL 41 for -1 yards (J.Horn).,1,2,6,ATL,CAR,ATL,42,03:15,0,3,N,68,0.584182247519493,0.415817752480507,2.08247795770876,SHOTGUN,3x1,5.0,C,-2.0,70.67,8.97,False,TRADITIONAL,1.04999995231628,INSIDE_BOX,1.135,1.13499999046326,,False,False,False,0,,,,-1,-1,-0.0335311628878117,0.0335311628878117,-1.22642472805455,True,MAN,,1,Cover-3,Zone
2022092502,64,(14:52) (Shotgun) M.Ryan pass incomplete short right to J.Taylor.,1,1,10,IND,KC,IND,34,14:52,0,0,N,44,0.402689836919308,0.597310163080692,1.5238569569774,SHOTGUN,2x2,15.0,I,0.0,43.87,11.24,False,TRADITIONAL,2.15000009536743,INSIDE_BOX,1.902,1.90199995040894,,False,False,False,0,,,,0,0,-0.0168079733848572,0.0168079733848572,-0.677131726872176,True,,,0,Quarters,Zone
2022091810,1677,(8:04) (Shotgun) D.Mills pass short right to R.Burkhead to DEN 26 for 5 yards (D.Mathis) [B.Chubb].,2,3,16,HOU,DEN,DEN,31,08:04,3,3,N,79,0.710841376334429,0.289158623665571,2.42296521586832,EMPTY,3x2,7.0,C,5.0,84.17,5.31,False,TRADITIONAL,2.16000008583069,INSIDE_BOX,1.935,1.93499994277954,,False,False,False,0,,,,5,5,0.0177438072860241,-0.0177438072860241,-0.251450535899494,True,,,0,Cover-3 Seam,Zone
2022091810,2532,"(12:28) (No Huddle, Shotgun) D.Mills pass short middle to C.Moore to DEN 18 for 5 yards (A.Singleton).",3,1,10,HOU,DEN,DEN,23,12:28,6,6,N,87,0.651460655033588,0.348539344966412,4.62742121599149,SHOTGUN,3x1,16.0,C,4.0,91.49,31.04,False,TRADITIONAL,2.82999992370605,INSIDE_BOX,2.436,2.43600010871887,,False,False,False,0,,,,5,5,-0.0358623526990414,0.0358623526990414,0.26467720803339,True,,,0,Quarters,Zone
2022091811,713,"(1:21) D.Carr pass deep left to D.Waller to LV 44 for 19 yards (J.Thompson) [B.Baker]. Penalty on ARZ-M.Wilson, Illegal Contact, declined.",1,1,5,LV,ARI,LV,25,01:21,7,0,N,35,0.884578013792634,0.115421986207366,1.87728657806292,I_FORM,2x1,15.0,C,19.0,53.43,41.04,True,TRADITIONAL,5.34999990463257,INSIDE_BOX,5.372,5.37200021743774,,False,False,False,0,,,0.0,19,19,0.0015946514904499,-0.0015946514904499,0.927921786322258,True,UNDEFINED,,0,Cover-3,Zone
2022103001,3953,"(:23) (Shotgun) P.Walker pass deep left to D.Moore for 62 yards, TOUCHDOWN. PENALTY on CAR-D.Moore, Unsportsmanlike Conduct, 15 yards, enforced between downs.",4,1,10,CAR,ATL,CAR,38,00:23,34,28,N,48,0.975134246641149,0.0248657533588509,0.548561290837824,SHOTGUN,3x1,10.0,C,62.0,112.35,40.71,False,SCRAMBLE,4.59000015258789,OUTSIDE_LEFT,5.438,3.5,,False,False,False,0,,,-15.0,62,62,-0.834887220089634,0.834887220089634,6.45143870916218,True,,,0,Cover-3 Double Cloud,Zone
2022100908,552,(5:29) (Shotgun) T.Brady pass incomplete short middle to R.Gage.,1,2,3,TB,ATL,ATL,17,05:29,0,0,N,27,0.857161305844784,0.142838694155216,5.08025388745591,SHOTGUN,2x2,2.0,I,12.0,15.68,25.09,False,TRADITIONAL,2.42000007629395,INSIDE_BOX,3.069,3.06900000572205,,False,False,False,0,,,,0,0,-0.0072532296180725,0.0072532296180725,-0.746259682578966,True,,,0,Cover-1,Man
2022091802,3557,"(3:50) (No Huddle, Shotgun) C.Wentz pass incomplete short left to C.Sims.",4,1,10,WAS,DET,DET,13,03:50,36,21,N,97,0.96541590988636,0.0345840901136398,4.95407272968441,SHOTGUN,3x1,23.0,I,13.0,113.62,52.95,False,TRADITIONAL,1.91999995708466,INSIDE_BOX,1.768,1.76800000667572,,False,False,False,0,,,,0,0,0.0072497185319662,-0.0072497185319662,-0.463278178067412,True,,,0,Bracket,Other
2022100207,1458,"(7:46) (Shotgun) R.Tannehill pass short middle to C.Okonkwo for 8 yards, TOUCHDOWN. IND-S.Leonard was injured during the play.",2,2,7,TEN,IND,IND,8,07:46,3,17,N,102,0.134538386017084,0.865461613982916,4.73342784302076,SHOTGUN,3x1,10.0,C,6.0,107.35,23.54,False,TRADITIONAL,2.25,INSIDE_BOX,3.136,3.13599991798401,,False,False,False,0,,,,8,8,-0.0314948037266731,0.0314948037266731,2.26657215697924,True,,,0,Red Zone,Other
2022101605,3982,"(:48) (No Huddle, Shotgun) A.Dalton pass incomplete short middle to A.Kamara (S.Hubbard).",4,1,10,NO,CIN,CIN,41,00:48,26,30,N,69,0.27978501021862,0.72021498978138,2.8659667512984,SHOTGUN,2x2,29.0,I,7.0,72.15,20.58,False,TRADITIONAL,3.76999998092651,INSIDE_BOX,2.903,2.90300011634827,,False,False,False,0,,,,0,0,-0.0389427001277606,0.0389427001277606,-0.24683502613334,True,,,0,Cover-3,Zone
2022092503,3006,(14:56) (Shotgun) J.Allen pass short right to D.Knox to MIA 20 for 5 yards (E.Rowe).,4,3,9,BUF,MIA,MIA,25,14:56,14,17,N,35,0.247529502958059,0.752470497041941,3.10628223430831,SHOTGUN,3x1,7.0,C,5.0,29.43,48.44,False,TRADITIONAL,2.96000003814697,INSIDE_BOX,2.336,2.33599996566772,,False,False,False,0,,,,5,5,0.0181729979813099,-0.0181729979813099,-0.63091610808624,True,,,0,Cover-1,Man
2022101604,3174,(12:13) (Shotgun) T.Bridgewater pass short middle to M.Gesicki to MIN 18 for 13 yards (H.Smith).,4,1,10,MIA,MIN,MIN,31,12:13,3,16,N,41,0.0955018848180771,0.904498115181923,3.94041938218288,EMPTY,3x2,5.0,C,12.0,30.73,33.58,False,TRADITIONAL,1.1599999666214,INSIDE_BOX,1.905,1.90499997138977,,False,False,False,0,,,,13,13,0.0068593528121709,-0.0068593528121709,0.819649286742788,True,,,0,Quarters,Zone
2022110606,120,(14:17) J.Allen pass short right intended for D.Knox INTERCEPTED by J.Whitehead at NYJ 9. J.Whitehead ran ob at NYJ 14 for 5 yards.,1,2,10,BUF,NYJ,NYJ,13,14:17,0,0,N,97,0.161931872367859,0.838068127632141,4.69002183713019,SINGLEBACK,2x2,11.0,IN,4.0,103.03,6.18,True,DESIGNED_ROLLOUT_RIGHT,4.01999998092651,OUTSIDE_RIGHT,3.571,2.90000009536743,,False,False,False,0,,,,0,0,0.0368614606559277,-0.0368614606559277,-5.09072081418708,True,OUTSIDE ZONE,,0,Cover-3,Zone
2022101600,1215,"(7:13) (Shotgun) J.Garoppolo pass short right to B.Aiyuk for 14 yards, TOUCHDOWN [A.Ebiketie].",2,2,9,SF,ATL,ATL,14,07:13,14,7,N,24,0.573628649115562,0.426371350884438,4.43065281707095,EMPTY,3x2,1.0,C,2.0,21.9,38.66,False,TRADITIONAL,2.73000001907349,INSIDE_BOX,2.436,2.43600010871887,,False,False,False,0,,,,14,14,-0.103164155036211,0.103164155036211,2.56934718292905,True,,,0,Cover-1,Man
2022091500,2436,"(6:59) (No Huddle, Shotgun) J.Herbert pass short middle to S.Michel to LAC 33 for 6 yards (N.Bolton; L.Chenal).",3,2,8,LAC,KC,LAC,27,06:59,14,17,N,37,0.471402753144503,0.528597246855497,0.839996800292283,SHOTGUN,2x2,24.0,C,3.0,38.57,22.77,False,TRADITIONAL,2.33999991416931,INSIDE_BOX,2.47,2.47000002861023,,False,False,False,0,,,,6,6,-0.0003061853349208,0.0003061853349208,0.0614362629130483,True,,,0,Quarters,Zone
2022100903,730,"(3:21) (No Huddle, Shotgun) T.Lawrence pass short right to C.Manhertz to HST 16 for 3 yards (J.Reeves-Maybin).",1,1,10,JAX,HOU,HOU,19,03:21,0,0,N,91,0.815933374688029,0.184066625311971,4.84277079929598,SHOTGUN,2x2,21.0,C,3.0,94.18,13.45,True,TRADITIONAL,2.52999997138977,INSIDE_BOX,2.403,2.40300011634827,,False,False,False,0,,,,3,3,-0.0003907643258571,0.0003907643258571,-0.122958689462394,True,OUTSIDE ZONE,,0,Cover-2,Zone
2022103002,240,(11:39) D.Prescott pass short right to T.Pollard ran ob at CHI 15 for 16 yards (E.Jackson).,1,1,10,DAL,CHI,CHI,31,11:39,0,0,N,79,0.810718011111021,0.189281988888979,4.17734400590416,SINGLEBACK,2x2,16.0,C,2.0,80.05,16.61,True,TRADITIONAL,7.63000011444092,INSIDE_BOX,2.97,2.97000002861023,,False,False,False,0,,,,16,16,0.0140990596264601,-0.0140990596264601,0.901445195893757,True,UNDEFINED,,0,Cover-2,Zone
2022100907,3032,(13:58) (Shotgun) S.Thompson pass short right to J.Waddle to NYJ 36 for 5 yards (J.Whitehead).,4,3,10,MIA,NYJ,NYJ,41,13:58,19,17,N,51,0.494547214359045,0.505452785640955,1.53438133827876,EMPTY,3x2,9.0,C,-3.0,53.67,39.48,False,TRADITIONAL,0.759999990463257,INSIDE_BOX,1.334,1.33399999141693,,False,False,False,0,,,,5,5,0.0504144169390202,-0.0504144169390202,-0.689273454016075,True,,,0,Cover-3,Zone
2022102308,3207,"(3:39) (No Huddle, Shotgun) D.Mills pass short middle intended for B.Jordan INTERCEPTED by D.Harmon at LV 27. D.Harmon for 73 yards, TOUCHDOWN.",4,1,10,HOU,LV,LV,40,03:39,31,20,N,70,0.956056683324277,0.0439433166757226,3.17185345414327,SHOTGUN,2x2,24.0,IN,13.0,85.02,32.61,False,TRADITIONAL,3.00999999046326,INSIDE_BOX,2.603,2.6029999256134,,False,False,False,0,,,,0,0,0.042085692868568,-0.042085692868568,-10.1718534541433,True,,,0,Quarters,Zone
2022092510,2324,(12:57) (Shotgun) K.Murray pass short left to M.Brown pushed ob at ARZ 16 for 5 yards (D.Kendrick).,3,1,10,ARI,LA,ARI,11,12:57,6,13,N,99,0.227496489882469,0.772503510117531,0.320434723515064,EMPTY,3x2,13.0,C,5.0,93.73,2.72,False,TRADITIONAL,1.6599999666214,INSIDE_BOX,1.902,1.90199995040894,,False,False,False,0,,,,5,5,0.0015484429895877,-0.0015484429895877,-0.0126405959017575,True,,,0,Quarters,Zone
2022100910,3801,(4:29) (Shotgun) B.Mayfield pass incomplete short right to C.McCaffrey.,4,1,10,CAR,SF,CAR,10,04:29,15,30,N,100,0.0044059450738132,0.995594054926187,0.368266121018678,SHOTGUN,2x2,21.0,I,-3.0,103.67,33.77,False,TRADITIONAL,2.39000010490417,INSIDE_BOX,3.471,3.47099995613098,,False,False,False,0,,,,0,0,-0.0007650533225387,0.0007650533225387,-0.43477844633162,True,,,0,Cover-3,Zone
